시료코드 ,시험코드 ,시험종류 ,시험제어방식 ,내부마찰각 ,점착력 
P0437SB104DS02,P0437SB104DS02UU,UU,Strain,0,0.41
P0437SB105DS01,P0437SB105DS01UU,UU,Strain,0,0.26
P0437SB105DS02,P0437SB105DS02UU,UU,Strain,0,0.26
P0437SB106DS01,P0437SB106DS01UU,UU,Strain,0,0.29
P0437SB106DS02,P0437SB106DS02UU,UU,Strain,0,0.36
P0437SB107DS01,P0437SB107DS01UU,UU,Strain,0,0.17
P0437SB109DS02,P0437SB109DS02UU,UU,Strain,0,0.2
P0438BB026DS01,P0438BB026DS01UU,UU,Strain,0,0.489
P0438BB026DS02,P0438BB026DS02UU,UU,Strain,0,0.707
P0442SB005DS02,P0442SB005DS02UU,UU,-,0,0.12
P0442SB006DS01,P0442SB006DS01UU,UU,-,0,0.13
P0442SB007DS01,P0442SB007DS01UU,UU,-,0,0.16
P0445TB001DS02,P0445TB001DS02UU,UU,-,0,0.19
P0445TB004DS02,P0445TB004DS02UU,UU,-,0,0.53
P0445TB005DS02,P0445TB005DS02UU,UU,-,0,0.14
P0445TB005DS03,P0445TB005DS03UU,UU,-,0,0.15
P0445TB006DS02,P0445TB006DS02UU,UU,-,0,0.12
P0445TB007DS02,P0445TB007DS02UU,UU,-,0,0.13
P0445TB007DS03,P0445TB007DS03UU,UU,-,0,0.22
P0446BH001US01,P0446BH001US01UU,UU,STRAIN,0,0.1
P0446BH001US02,P0446BH001US02UU,UU,STRAIN,0,0.15
P0446BH001US03,P0446BH001US03UU,UU,STRAIN,0,0.17
P0446BH001US04,P0446BH001US04UU,UU,STRAIN,0,0.22
P0446BH001US05,P0446BH001US05UU,UU,STRAIN,0,0.35
P0446BH001US08,P0446BH001US08UU,UU,STRAIN,0,0.36
P0446BH001US10,P0446BH001US10UU,UU,STRAIN,0,0.45
P0446BH001US11,P0446BH001US11CU,CU,STRAIN,15.5,0
P0446BH001US11,P0446BH001US11UU,UU,STRAIN,0,0.43
P0446BH001US12,P0446BH001US12UU,UU,STRAIN,0,0.47
P0446BH002US01,P0446BH002US01UU,UU,STRAIN,0,0.08
P0446BH002US03,P0446BH002US03UU,UU,STRAIN,0,0.27
P0446BH002US05,P0446BH002US05UU,UU,STRAIN,0,0.2
P0446BH002US08,P0446BH002US08UU,UU,STRAIN,0,0.35
P0446BH003US01,P0446BH003US01UU,UU,STRAIN,0,0.12
P0446BH003US04,P0446BH003US04UU,UU,STRAIN,0,0.21
P0446BH003US07,P0446BH003US07UU,UU,STRAIN,0,0.29
P0446BH003US08,P0446BH003US08CU,CU,STRAIN,13.9,0
P0446BH003US09,P0446BH003US09UU,UU,STRAIN,0,0.31
P0446BH003US10,P0446BH003US10CU,CU,STRAIN,16.1,0
P0446BH003US11,P0446BH003US11UU,UU,STRAIN,0,0.35
P0446BH003US12,P0446BH003US12CU,CU,STRAIN,15.6,0
P0446BH003US13,P0446BH003US13UU,UU,STRAIN,0,0.37
P0446BH004US01,P0446BH004US01UU,UU,STRAIN,0,0.17
P0446BH004US03,P0446BH004US03UU,UU,STRAIN,0,0.2
P0446BH004US05,P0446BH004US05UU,UU,STRAIN,0,0.35
P0446BH004US06,P0446BH004US06CU,CU,STRAIN,12.3,0
P0446BH004US07,P0446BH004US07UU,UU,STRAIN,0,0.34
P0446BH004US08,P0446BH004US08CU,CU,STRAIN,12.8,0
P0446BH004US09,P0446BH004US09UU,UU,STRAIN,0,0.39
P0446BH004US10,P0446BH004US10CU,CU,STRAIN,13.9,0
P0446BH004US11,P0446BH004US11UU,UU,STRAIN,0,0.4
P0446BH004US13,P0446BH004US13UU,UU,STRAIN,0,0.43
P0446BH004US14,P0446BH004US14UU,UU,STRAIN,0,0.45
P0446BH004US16,P0446BH004US16UU,UU,STRAIN,0,0.57
P0446BH005US01,P0446BH005US01UU,UU,STRAIN,0,0.09
P0446BH005US03,P0446BH005US03UU,UU,STRAIN,0,0.05
P0446BH005US05,P0446BH005US05UU,UU,STRAIN,0,0.14
P0446BH005US06,P0446BH005US06UU,UU,STRAIN,0,0.25
P0446BH005US07,P0446BH005US07CU,CU,STRAIN,12.1,0
P0446BH005US08,P0446BH005US08UU,UU,STRAIN,0,0.27
P0446BH005US09,P0446BH005US09CU,CU,STRAIN,16.7,0
P0446BH005US10,P0446BH005US10UU,UU,STRAIN,0,0.31
P0446BH005US11,P0446BH005US11CU,CU,STRAIN,14.9,0
P0446BH005US13,P0446BH005US13UU,UU,STRAIN,0,0.35
P0446BH005US14,P0446BH005US14UU,UU,STRAIN,0,0.42
P0446BH005US16,P0446BH005US16UU,UU,STRAIN,0,0.43
P0446BH006US03,P0446BH006US03UU,UU,STRAIN,0,0.14
P0446BH006US04,P0446BH006US04UU,UU,STRAIN,0,0.2
P0447BH001DS01,P0447BH001DS01UU,UU,STRAIN,0,0.08
P0447BH001DS02,P0447BH001DS02CU,CU,STRAIN,12.1,0.16
P0447BH001DS03,P0447BH001DS03UU,UU,STRAIN,0,0.23
P0447BH001DS04,P0447BH001DS04CU,CU,STRAIN,14.3,0.21
P0447BH001DS05,P0447BH001DS05UU,UU,STRAIN,0,0.28
P0447BH001DS06,P0447BH001DS06UU,UU,STRAIN,0,0.36
P0447BH002DS03,P0447BH002DS03UU,UU,STRAIN,0,0.26
P0447BH002DS04,P0447BH002DS04CU,CU,STRAIN,20.1,0.1
P0447BH002DS05,P0447BH002DS05UU,UU,STRAIN,0,0.29
P0447BH002DS06,P0447BH002DS06CU,CU,STRAIN,19.3,0.25
P0447BH002DS07,P0447BH002DS07UU,UU,STRAIN,0,0.39
P0447BH003DS03,P0447BH003DS03CU,CU,STRAIN,14,0.25
P0447BH003DS04,P0447BH003DS04UU,UU,STRAIN,0,0.28
P0447BH003DS05,P0447BH003DS05CU,CU,STRAIN,17.1,0.2
P0447BH003DS06,P0447BH003DS06UU,UU,STRAIN,0,0.5
P0447BH004DS03,P0447BH004DS03UU,UU,STRAIN,0,0.28
P0447BH004DS04,P0447BH004DS04CU,CU,STRAIN,19.3,0.05
P0447BH004DS05,P0447BH004DS05UU,UU,STRAIN,0,0.35
P0447BH004DS06,P0447BH004DS06CU,CU,STRAIN,21.3,0.04
P0447BH004DS07,P0447BH004DS07UU,UU,STRAIN,0,0.39
P0447BH005DS01,P0447BH005DS01UU,UU,STRAIN,0,0.2
P0447BH005DS02,P0447BH005DS02UU,UU,STRAIN,0,0.26
P0447BH005DS04,P0447BH005DS04UU,UU,STRAIN,0,0.33
P0447BH005DS07,P0447BH005DS07CU,CU,STRAIN,18.1,0.16
P0447BH006DS01,P0447BH006DS01UU,UU,STRAIN,0,0.11
P0447BH006DS02,P0447BH006DS02UU,UU,STRAIN,0,0.13
P0447BH006DS03,P0447BH006DS03CU,CU,STRAIN,20.5,0.04
P0447BH006DS04,P0447BH006DS04UU,UU,STRAIN,0,0.41
P0447BH006DS05,P0447BH006DS05CU,CU,STRAIN,17.6,0.18
P0447BH006DS06,P0447BH006DS06UU,UU,STRAIN,0,0.77
P0447BH007DS03,P0447BH007DS03UU,UU,STRAIN,0,0.24
P0447BH007DS04,P0447BH007DS04CU,CU,STRAIN,17.3,0.05
P0447BH007DS04,P0447BH007DS04UU,UU,STRAIN,0,0.31
P0447BH007DS06,P0447BH007DS06UU,UU,STRAIN,0,0.36
P0447BH007DS06,P0447BH007DS06CU,CU,STRAIN,15.9,0.2
P0447BH007DS08,P0447BH007DS08UU,UU,STRAIN,0,0.68
P0447BH008DS03,P0447BH008DS03UU,UU,STRAIN,0,0.31
P0447BH008DS04,P0447BH008DS04CU,CU,STRAIN,17.1,0.2
P0447BH008DS04,P0447BH008DS04UU,UU,STRAIN,0,0.37
P0447BH008DS05,P0447BH008DS05UU,UU,STRAIN,0,0.41
P0447BH009DS03,P0447BH009DS03UU,UU,STRAIN,0,0.27
P0447BH009DS04,P0447BH009DS04CU,CU,STRAIN,17.2,0.11
P0447BH009DS05,P0447BH009DS05UU,UU,STRAIN,0,0.31
P0447BH009DS05,P0447BH009DS05CU,CU,STRAIN,14.7,0.22
P0447BH010DS01,P0447BH010DS01UU,UU,STRAIN,0,0.19
P0447BH010DS02,P0447BH010DS02CU,CU,STRAIN,15,0.1
P0447BH010DS03,P0447BH010DS03UU,UU,STRAIN,0,0.23
P0447BH010DS05,P0447BH010DS05UU,UU,STRAIN,0,0.36
P0447BH011DS01,P0447BH011DS01CU,CU,STRAIN,14.4,0.16
P0447BH011DS02,P0447BH011DS02UU,UU,STRAIN,0,0.23
P0447BH011DS03,P0447BH011DS03UU,UU,STRAIN,0,0.29
P0447BH011DS03,P0447BH011DS03CU,CU,STRAIN,15.4,0.25
P0447BH011DS04,P0447BH011DS04UU,UU,STRAIN,0,0.33
P0447BH011DS05,P0447BH011DS05UU,UU,STRAIN,0,0.5
P0447BH011DS06,P0447BH011DS06UU,UU,STRAIN,0,0.55
P0447BH012DS03,P0447BH012DS03UU,UU,STRAIN,0,0.31
P0447BH012DS03,P0447BH012DS03CU,CU,STRAIN,14.7,0.12
P0447BH012DS04,P0447BH012DS04CU,CU,STRAIN,14.5,0.2
P0447BH012DS05,P0447BH012DS05UU,UU,STRAIN,0,0.33
P0447BH012DS06,P0447BH012DS06CU,CU,STRAIN,12.8,0.37
P0447BH013DS01,P0447BH013DS01UU,UU,STRAIN,0,0.25
P0447BH013DS02,P0447BH013DS02UU,UU,STRAIN,0,0.26
P0447BH013DS02,P0447BH013DS02CU,CU,STRAIN,16,0.09
P0447BH013DS03,P0447BH013DS03UU,UU,STRAIN,0,0.31
P0447BH013DS04,P0447BH013DS04CU,CU,STRAIN,18.4,0.1
P0447BH013DS06,P0447BH013DS06CU,CU,STRAIN,19.5,0.06
P0447BH018DS01,P0447BH018DS01CU,CU,STRAIN,18.8,0.06
P0447BH018DS01,P0447BH018DS01UU,UU,STRAIN,0,0.28
P0449BH015DS02,P0449BH015DS02CU,CU,STRAIN,37.57,0
P0449BH016DS01,P0449BH016DS01CU,CU,STRAIN,36.19,0
P0449BH017DS01,P0449BH017DS01CU,CU,STRAIN,37.95,0
P0451BH036DS01,P0451BH036DS01UU,UU,STRAIN,0,0.29
P0451BH040DS01,P0451BH040DS01UU,UU,STRAIN,0,0.1
P0451BH042DS01,P0451BH042DS01UU,UU,STRAIN,0,0.11
P0451BH043DS01,P0451BH043DS01UU,UU,STRAIN,0,0.33
P0451BH047DS02,P0451BH047DS02UU,UU,STRAIN,0,0.2
P0451BH051DS02,P0451BH051DS02UU,UU,STRAIN,0,0.37
P0451BH052DS01,P0451BH052DS01UU,UU,STRAIN,0,0.13
P0451BH053DS02,P0451BH053DS02UU,UU,STRAIN,0,0.16
P0451BH055DS01,P0451BH055DS01UU,UU,STRAIN,14.47,0
P0453BH006DS05,P0453BH006DS05UU,UU,STRAIN,0,0.29
P0453BH006DS06,P0453BH006DS06UU,UU,STRAIN,0,0.33
P0454BH001DS01,P0454BH001DS01UU,UU,Strain,0,0.367
P0454BH002DS01,P0454BH002DS01UU,UU,Strain,0,0.353
P0454BH002DS02,P0454BH002DS02UU,UU,Strain,0,0.346
P0454BH003DS01,P0454BH003DS01UU,UU,Strain,0,0.433
P0454BH003DS02,P0454BH003DS02UU,UU,Strain,0,0.34
P0454BH004DS02,P0454BH004DS02UU,UU,Strain,0,0.353
P0454BH005DS01,P0454BH005DS01UU,UU,Strain,0,0.353
P0454BH005DS02,P0454BH005DS02UU,UU,Strain,0,0.34
P0456BH003DS01,P0456BH003DS01UU,UU,STRAIN,0,0.15
P0456BH004DS01,P0456BH004DS01UU,UU,STRAIN,0,0.1
P0456BH005DS01,P0456BH005DS01UU,UU,STRAIN,0,0.04
P0456BH005DS02,P0456BH005DS02UU,UU,STRAIN,0,0.08
P0456BH006DS01,P0456BH006DS01UU,UU,STRAIN,0,0.04
P0456BH006DS02,P0456BH006DS02UU,UU,STRAIN,0,0.08
P0456BH006DS03,P0456BH006DS03UU,UU,STRAIN,0,0.07
P0456BH006DS04,P0456BH006DS04UU,UU,STRAIN,0,0.16
P0468BH001DS02,P0468BH001DS02UU,UU,-,0,0.049
P0468BH001DS03,P0468BH001DS03UU,UU,-,0,0.043
P0468BH002DS02,P0468BH002DS02UU,UU,-,0,0.017
P0468TP011DS01,P0468TP011DS01UU,UU,-,0,0.048
P0468TP012DS01,P0468TP012DS01UU,UU,-,0,0.105
P0472BH009DS02,P0472BH009DS02UU,UU,Strain,3.1,0.25
P0472BH011DS03,P0472BH011DS03UU,UU,Strain,26.3,0.1
P0481BB003DS01,P0481BB003DS01UU,UU,STRAIN,0,0.16
P0485BH036US01,P0485BH036US01CU,CU,STRAIN,18.3,0.53
P0485BH037US02,P0485BH037US02CU,CU,STRAIN,9.77,0.28
P0485BH037US02,P0485BH037US02UU,UU,STRAIN,0,0.26
P0485BH038US02,P0485BH038US02UU,UU,STRAIN,0,0.14
P0485BH038US02,P0485BH038US02CU,CU,STRAIN,9.43,0.26
P0485BH049US01,P0485BH049US01CU,CU,STRAIN,20.9,0.78
P0485BH049US01,P0485BH049US01UU,UU,STRAIN,0,0.29
P0486BH030DS01,P0486BH030DS01CU,CU,STRAIN,22.9,0.02
P0486SB001DS01,P0486SB001DS01CU,CU,STRAIN,23.1,0.03
P0486SB002DS01,P0486SB002DS01UU,UU,STRAIN,0,0.32
P0486SB004DS01,P0486SB004DS01UU,UU,STRAIN,0,0.53
P0486SB006DS01,P0486SB006DS01CU,CU,STRAIN,22.3,0.04
P0486SB007DS01,P0486SB007DS01UU,UU,STRAIN,0,0.23
P0486SB008DS01,P0486SB008DS01CU,CU,STRAIN,18.2,0.03
P0486SB009DS01,P0486SB009DS01CU,CU,STRAIN,19.8,0.02
P0486SB010DS01,P0486SB010DS01UU,UU,STRAIN,0,0.13
P0486SB011DS01,P0486SB011DS01CU,CU,STRAIN,24.9,0.03
P0486SB012DS01,P0486SB012DS01UU,UU,STRAIN,0,0.4
P0486SB013DS01,P0486SB013DS01UU,UU,STRAIN,0,0.36
P0486SB014DS01,P0486SB014DS01CU,CU,STRAIN,27.2,0.09
P0486SB015DS01,P0486SB015DS01UU,UU,STRAIN,0,0.23
P0486SB016DS01,P0486SB016DS01CU,CU,STRAIN,24.7,0.05
P0486SB017DS01,P0486SB017DS01UU,UU,STRAIN,0,0.33
P0486SB018DS01,P0486SB018DS01UU,UU,STRAIN,0,0.14
P0486TB021DS01,P0486TB021DS01CU,CU,STRAIN,21.7,0.04
P0486TB022DS01,P0486TB022DS01CU,CU,STRAIN,23.2,0.04
P0486TB023DS01,P0486TB023DS01UU,UU,STRAIN,0,0.36
P0488BB013DS02,P0488BB013DS02UU,UU,STRAIN,0,0.496
P0488BB014DS02,P0488BB014DS02UU,UU,STRAIN,0,0.584
P0489BH014DS04,P0489BH014DS04UU,UU,STRAIN,0,0.32
P0489BH014DS05,P0489BH014DS05CU,CU,STRAIN,15.6,0.22
P0489BH014DS06,P0489BH014DS06UU,UU,STRAIN,0,0.33
P0489BH014DS07,P0489BH014DS07CU,CU,STRAIN,18.6,0.16
P0489BH014DS07,P0489BH014DS07UU,UU,STRAIN,0,0.32
P0489BH014DS08,P0489BH014DS08UU,UU,STRAIN,0,0.4
P0489BH014DS09,P0489BH014DS09CU,CU,STRAIN,20.9,0.28
P0489BH019DS01,P0489BH019DS01UU,UU,STRAIN,0,0.13
P0489BH019DS02,P0489BH019DS02CU,CU,STRAIN,11.4,0.18
P0489BH019DS03,P0489BH019DS03CU,CU,STRAIN,12.9,0.23
P0489BH019DS03,P0489BH019DS03UU,UU,STRAIN,0,0.27
P0489BH019DS04,P0489BH019DS04CU,CU,STRAIN,15.6,0.1
P0489BH019DS05,P0489BH019DS05CU,CU,STRAIN,18.9,0.17
P0489BH019DS05,P0489BH019DS05UU,UU,STRAIN,0,0.25
P0489BH019DS07,P0489BH019DS07CU,CU,STRAIN,13.9,0.2
P0489BH019DS08,P0489BH019DS08UU,UU,STRAIN,0,0.21
P0489BH019DS08,P0489BH019DS08CU,CU,STRAIN,15.9,0.19
P0489BH025DS02,P0489BH025DS02UU,UU,STRAIN,0,0.24
P0489BH025DS03,P0489BH025DS03UU,UU,STRAIN,0,0.39
P0489BH025DS04,P0489BH025DS04CU,CU,STRAIN,16.4,0.13
P0489BH025DS05,P0489BH025DS05CU,CU,STRAIN,18.8,0.19
P0489BH025DS05,P0489BH025DS05UU,UU,STRAIN,0,0.36
P0489BH025DS06,P0489BH025DS06CU,CU,STRAIN,17,0.23
P0489BH025DS07,P0489BH025DS07CU,CU,STRAIN,24.9,0.09
P0489BH025DS07,P0489BH025DS07UU,UU,STRAIN,0,0.62
P0489BH040DS03,P0489BH040DS03CU,CU,STRAIN,18.2,0.18
P0489BH040DS04,P0489BH040DS04CU,CU,STRAIN,10.9,0.18
P0489BH040DS04,P0489BH040DS04UU,UU,STRAIN,0,0.23
P0489BH040DS05,P0489BH040DS05CU,CU,STRAIN,15.7,0.17
P0489BH040DS07,P0489BH040DS07CU,CU,STRAIN,17.8,0.13
P0489BH040DS08,P0489BH040DS08UU,UU,STRAIN,0,0.43
P0489BH040DS08,P0489BH040DS08CU,CU,STRAIN,17.5,0.13
P0489BH040DS09,P0489BH040DS09UU,UU,STRAIN,0,0.6
P0489BH040DS09,P0489BH040DS09CU,CU,STRAIN,19.5,0.1
P0489BH040DS10,P0489BH040DS10CU,CU,STRAIN,22.9,0.2
P0489BH040DS10,P0489BH040DS10UU,UU,STRAIN,0,0.57
P0489BH042DS01,P0489BH042DS01CU,CU,STRAIN,16.3,0.15
P0489BH042DS02,P0489BH042DS02CU,CU,STRAIN,9.6,0.23
P0489BH042DS04,P0489BH042DS04CU,CU,STRAIN,11.5,0.19
P0489BH042DS04,P0489BH042DS04UU,UU,STRAIN,0,0.22
P0489BH042DS05,P0489BH042DS05CU,CU,STRAIN,12.9,0.18
P0489BH042DS07,P0489BH042DS07CU,CU,STRAIN,13.8,0.16
P0489BH042DS08,P0489BH042DS08CU,CU,STRAIN,20.7,0.05
P0489BH042DS08,P0489BH042DS08UU,UU,STRAIN,0,0.29
P0489BH042DS09,P0489BH042DS09CU,CU,STRAIN,17.8,0.09
P0489BH044DS01,P0489BH044DS01CU,CU,STRAIN,17.1,0.18
P0489BH044DS02,P0489BH044DS02UU,UU,STRAIN,0,0.26
P0489BH044DS02,P0489BH044DS02CU,CU,STRAIN,14.1,0.14
P0489BH044DS03,P0489BH044DS03CU,CU,STRAIN,14.9,0.17
P0489BH044DS04,P0489BH044DS04CU,CU,STRAIN,13.1,0.17
P0489BH044DS05,P0489BH044DS05CU,CU,STRAIN,18.2,0.13
P0489BH044DS06,P0489BH044DS06CU,CU,STRAIN,16.3,0.13
P0489BH044DS06,P0489BH044DS06UU,UU,STRAIN,0,0.41
P0489BH044DS07,P0489BH044DS07CU,CU,STRAIN,15.1,0.17
P0489BH046DS01,P0489BH046DS01CU,CU,STRAIN,24.9,0.07
P0489BH046DS01,P0489BH046DS01UU,UU,STRAIN,0,0.21
P0489BH046DS02,P0489BH046DS02CU,CU,STRAIN,14.9,0.2
P0489BH046DS03,P0489BH046DS03CU,CU,STRAIN,19,0.13
P0489BH046DS05,P0489BH046DS05UU,UU,STRAIN,0,0.2
P0489BH046DS05,P0489BH046DS05CU,CU,STRAIN,15,0.15
P0489BH046DS07,P0489BH046DS07CU,CU,STRAIN,20.2,0.12
P0489BH047DS03,P0489BH047DS03UU,UU,STRAIN,0,0.19
P0489BH047DS04,P0489BH047DS04CU,CU,STRAIN,23.1,0.08
P0489BH047DS05,P0489BH047DS05CU,CU,STRAIN,20.1,0.06
P0489BH047DS06,P0489BH047DS06CU,CU,STRAIN,23.2,0.03
P0489BH047DS07,P0489BH047DS07CU,CU,STRAIN,15.7,0.16
P0489BH047DS08,P0489BH047DS08CU,CU,STRAIN,14.5,0.19
P0489BH047DS10,P0489BH047DS10UU,UU,STRAIN,0,0.37
P0489BH047DS11,P0489BH047DS11CU,CU,STRAIN,15.7,0.18
P0489BH047DS13,P0489BH047DS13CU,CU,STRAIN,16.2,0.18
P0489BH049DS02,P0489BH049DS02CU,CU,STRAIN,23.2,0.09
P0489BH049DS04,P0489BH049DS04UU,UU,STRAIN,0,0.27
P0489BH049DS04,P0489BH049DS04CU,CU,STRAIN,17.2,0.17
P0489BH049DS06,P0489BH049DS06CU,CU,STRAIN,18.9,0.06
P0489BH049DS08,P0489BH049DS08UU,UU,STRAIN,0,0.42
P0489BH049DS08,P0489BH049DS08CU,CU,STRAIN,16.3,0.18
P0489BH049DS10,P0489BH049DS10CU,CU,STRAIN,21.2,0.2
P0489BH049DS11,P0489BH049DS11UU,UU,STRAIN,0,0.64
P0489BH049DS12,P0489BH049DS12UU,UU,STRAIN,0,0.81
P0489BH051DS02,P0489BH051DS02CU,CU,STRAIN,21,0.11
P0489BH051DS03,P0489BH051DS03UU,UU,STRAIN,0,0.21
P0489BH051DS04,P0489BH051DS04CU,CU,STRAIN,13.6,0.22
P0489BH051DS06,P0489BH051DS06CU,CU,STRAIN,15.2,0.23
P0489BH051DS07,P0489BH051DS07UU,UU,STRAIN,0,0.37
P0489BH051DS08,P0489BH051DS08CU,CU,STRAIN,18.4,0.16
P0490BH001US01,P0490BH001US01UU,UU,STRAIN,0,0.64
P0490BH001US05,P0490BH001US05UU,UU,STRAIN,0,0.49
P0490BH001US06,P0490BH001US06UU,UU,STRAIN,0,0.31
P0490BH005US02,P0490BH005US02CU,CU,STRAIN,21.88,0
P0490BH008US02,P0490BH008US02CU,CU,STRAIN,26.31,0.03
P0490BH010US02,P0490BH010US02CU,CU,STRAIN,34.98,0
P0490BH010US02,P0490BH010US02UU,UU,STRAIN,0,0.34
P0490BH011US01,P0490BH011US01UU,UU,STRAIN,0,0.17
P0490BH013US01,P0490BH013US01UU,UU,STRAIN,0,0.31
P0490BH013US02,P0490BH013US02CU,CU,STRAIN,19.13,0.01
P0490BH017US03,P0490BH017US03UU,UU,STRAIN,0,0.27
P0490BH018US02,P0490BH018US02UU,UU,STRAIN,0,0.59
P0490BH019US02,P0490BH019US02CU,CU,STRAIN,22.81,0.01
P0490BH021US03,P0490BH021US03CU,CU,STRAIN,23.04,0
P0490BH021US03,P0490BH021US03UU,UU,STRAIN,0,0.35
P0490BH021US04,P0490BH021US04UU,UU,STRAIN,0,0.82
P0490BH025US02,P0490BH025US02UU,UU,STRAIN,0,0.39
P0490BH025US02,P0490BH025US02CU,CU,STRAIN,21.22,0
P0490BH026US01,P0490BH026US01UU,UU,STRAIN,0,0.45
P0490BH028US04,P0490BH028US04UU,UU,STRAIN,0,0.25
P0490BH030US01,P0490BH030US01UU,UU,STRAIN,0,0.37
P0490BH031US01,P0490BH031US01UU,UU,STRAIN,0,0.33
P0490BH031US03,P0490BH031US03UU,UU,STRAIN,0,0.48
P0490BH035US02,P0490BH035US02UU,UU,STRAIN,0,0.29
P0490BH035US02,P0490BH035US02CU,CU,STRAIN,26,0
P0490BH035US03,P0490BH035US03UU,UU,STRAIN,0,0.43
P0490BH037US02,P0490BH037US02UU,UU,STRAIN,0,0.46
P0490BH039US01,P0490BH039US01UU,UU,STRAIN,0,0.3
P0490BH040US01,P0490BH040US01CU,CU,STRAIN,30.38,0
P0490BH042DS04,P0490BH042DS04UU,UU,STRAIN,0,0.6
P0490BH042US01,P0490BH042US01UU,UU,STRAIN,0,0.38
P0490BH042US02,P0490BH042US02UU,UU,STRAIN,0,0.28
P0490BH042US03,P0490BH042US03UU,UU,STRAIN,0,0.43
P0490BH043US03,P0490BH043US03UU,UU,STRAIN,0,0.4
P0490BH044US01,P0490BH044US01CU,CU,STRAIN,27.81,0
P0490BH044US03,P0490BH044US03UU,UU,STRAIN,0,0.39
P0490BH045US02,P0490BH045US02UU,UU,STRAIN,0,0.34
P0490BH045US03,P0490BH045US03UU,UU,STRAIN,0,0.45
P0490BH045US04,P0490BH045US04UU,UU,STRAIN,0,0.23
P0490BH046US01,P0490BH046US01UU,UU,STRAIN,0,0.37
P0490BH046US03,P0490BH046US03UU,UU,STRAIN,0,0.42
P0490BH048US01,P0490BH048US01UU,UU,STRAIN,0,0.3
P0490BH048US03,P0490BH048US03UU,UU,STRAIN,0,0.37
P0500BH022DS01,P0500BH022DS01UU,UU,STRAIN,0,0.26
P0500BH022DS02,P0500BH022DS02CU,CU,STRAIN,32.94,0
P0503BH063DS04,P0503BH063DS04UU,UU,STRAIN,0,0.12
P0503BH078DS03,P0503BH078DS03UU,UU,STRAIN,0,0.08
P0503BH079DS04,P0503BH079DS04UU,UU,STRAIN,0,0.15
P0503BH079DS06,P0503BH079DS06UU,UU,STRAIN,0,0.17
P0503BH080DS03,P0503BH080DS03UU,UU,STRAIN,0,0.24
P0503BH080DS04,P0503BH080DS04UU,UU,STRAIN,0,0.16
P0503BH080DS06,P0503BH080DS06UU,UU,STRAIN,0,0.15
P0503BH081DS04,P0503BH081DS04UU,UU,STRAIN,0,0.16
P0503BH081DS05,P0503BH081DS05UU,UU,STRAIN,0,0.17
P0503BH096DS03,P0503BH096DS03UU,UU,STRAIN,0,0.14
P0505BH032DS03,P0505BH032DS03UU,UU,-,0.3,0.261
P0507BH026DS03,P0507BH026DS03UU,UU,STRAIN,0,0.11
P0507BH026DS04,P0507BH026DS04UU,UU,STRAIN,0,0.095
P0507BH026DS05,P0507BH026DS05UU,UU,STRAIN,0,0.09
P050BB020CR02,P050BB020CR02UU,UU,Strain,0,0
P050BB021CR01,P050BB021CR01CU,CU,Strain,0,0
P050BB024CR02,P050BB024CR02CU,CU,Strain,0,0
P050BB024CR03,P050BB024CR03CU,CU,Strain,0,0
P050BB028CR01,P050BB028CR01UU,UU,Strain,0,0
P050BB028CR02,P050BB028CR02UU,UU,Strain,0,0
P050BB029CR02,P050BB029CR02CU,CU,Strain,0,0
P050SB009CR03,P050SB009CR03UU,UU,Strain,0,0
P050SB010CR01,P050SB010CR01UU,UU,Stress,0,0
P050SB011CR01,P050SB011CR01UU,UU,Strain,0,0
P050SB013CR01,P050SB013CR01CU,CU,Strain,0,0
P050SB013CR02,P050SB013CR02UU,UU,Stress,0,0
P0513TB017DS02,P0513TB017DS02CU,CU,-,15.3,0.01
P0515BH002DS01,P0515BH002DS01CU,CU,STRAIN,17.04,0
P0515BH002DS02,P0515BH002DS02CU,CU,STRAIN,16.31,0
P0515BH002DS03,P0515BH002DS03CU,CU,STRAIN,16.23,0
P0515BH004DS01,P0515BH004DS01CU,CU,STRAIN,20.58,0
P0515BH004DS02,P0515BH004DS02CU,CU,STRAIN,18.72,0
P0515BH004DS03,P0515BH004DS03CU,CU,STRAIN,18.47,0
P0515BH004DS04,P0515BH004DS04CU,CU,STRAIN,19.7,0
P0515BH005DS01,P0515BH005DS01CU,CU,STRAIN,20.72,0
P0515BH005DS02,P0515BH005DS02CU,CU,STRAIN,18.63,0
P0515BH005DS03,P0515BH005DS03CU,CU,STRAIN,18.24,0
P0515BH006DS01,P0515BH006DS01CU,CU,STRAIN,19.86,0
P0515BH006DS02,P0515BH006DS02CU,CU,STRAIN,18.54,0
P0515BH006DS03,P0515BH006DS03CU,CU,STRAIN,17.58,0
P0515BH007DS01,P0515BH007DS01CU,CU,STRAIN,16.85,0
P0515BH007DS02,P0515BH007DS02CU,CU,STRAIN,17.58,0
P0515BH007DS03,P0515BH007DS03CU,CU,STRAIN,16.68,0
P0515BH008DS01,P0515BH008DS01CU,CU,STRAIN,20.67,0
P0515BH008DS02,P0515BH008DS02CU,CU,STRAIN,18.87,0
P0515BH008DS03,P0515BH008DS03CU,CU,STRAIN,19.7,0
P0515BH009DS01,P0515BH009DS01CU,CU,STRAIN,18.44,0
P0515BH009DS02,P0515BH009DS02CU,CU,STRAIN,17.85,0
P0515BH009DS03,P0515BH009DS03CU,CU,STRAIN,17.3,0
